size,address,rate,status,bathrooms,floor,balconies,security_deposit,facing,status.1,rera_id,ownership_type,booking_amount,overlooking,bedroom,type1,type2,price_in_lakh,carpet_area,age_of_property,floor,total_floor,additional_rooms,price_negotiable,balconies,type_of_sale,booking_amount_in_lakh,amenities_sports_facility,amenities_shopping_mall,amenities_maintenance_staff,amenities_jogging_track,amenities_atm,amenities_gymnasium,amenities_indoor_games,amenities_rain_water_harvesting,amenities_swimming_pool,amenities_intercom,amenities_cafeteria,amenities_full_power_backup,amenities_lift,amenities_childrens_play_area,amenities_car_parking,amenities_landscaped_gardens,amenities_24_x_7_security,amenities_club_house,amenities_staff_quarter,amenities_hospital,amenities_multipurpose_room,amenities_vaastu_compliant,amenities_golf_course,amenities_school,furnish_detail_gas_connection,furnish_detail_ac,furnish_detail_bed,furnish_detail_dining_table,furnish_detail_washing_machine,furnish_detail_tv,furnish_detail_microwave,furnish_detail_wardrobe,furnish_detail_sofa,furnish_detail_wifi,furnish_detail_refrigerator
1000,"sector 73, noida",3199.0,Ready to move,2.0,,,No Deposit,NorthEast,Semi-Furnished,,,,,2,BHK,Apartment,31.99,750.0,2,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1500,"sector 73, noida",2926.0,Ready to move,2.0,,,No Deposit,NorthEast,Semi-Furnished,,,,,3,BHK,Apartment,43.89,1275.0,1,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1100,"sector 73, noida",2816.0,Ready to move,2.0,,,No Deposit,NorthEast,Semi-Furnished,,,,,2,BHK,Apartment,30.98,855.0,2,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1600,"sector 73, noida",2748.0,Ready to move,2.0,,,No Deposit,NorthEast,Semi-Furnished,,,,,3,BHK,Apartment,43.97,1450.0,1,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1050,"sector 73, noida",3016.0,Ready to move,2.0,,,No Deposit,SouthEast,Semi-Furnished,,,,,2,BHK,Apartment,31.67,800.0,2,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1050,"sector 73, noida",3037.0,Ready to move,2.0,,,No Deposit,North,Semi-Furnished,,,,,2,BHK,Apartment,31.89,800.0,1,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1600,"sector 73, noida",2809.0,Ready to move,2.0,,,No Deposit,East,Semi-Furnished,,,,,3,BHK,Apartment,44.95,1375.0,1,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1100,"sector 73, noida",2999.0,Ready to move,2.0,,,No Deposit,East,Semi-Furnished,,,,,2,BHK,Apartment,32.99,800.0,2,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1450,"sector 73, noida",3033.0,Ready to move,2.0,,,No Deposit,East,Semi-Furnished,,,,,3,BHK,Apartment,43.98,1245.0,,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1100,"sector 73, noida",2887.0,Ready to move,2.0,,,No Deposit,NorthEast,Semi-Furnished,,,,,2,BHK,Apartment,31.76,850.0,2,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1450,"sector 73, noida",2955.0,Ready to move,3.0,,,No Deposit,NorthEast,Semi-Furnished,,,,,3,BHK,Apartment,42.85,1200.0,,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1100,"sector 104, noida",3353.0,Ready to move,2.0,,,No Deposit,NorthEast,Semi-Furnished,,,,,2,BHK,Apartment,36.89,850.0,4,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1600,"sector 104, noida",3661.0,Ready to move,3.0,,,No Deposit,NorthEast,Semi-Furnished,,,,,3,BHK,Apartment,58.59,1450.0,4,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1100,"sector 104, noida",3815.0,Ready to move,2.0,,,No Deposit,NorthWest,Semi-Furnished,,,,,2,BHK,Apartment,41.97,850.0,1,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1050,"sector 73, noida",3014.0,Ready to move,2.0,,,No Deposit,NorthWest,Semi-Furnished,,,,,2,BHK,Apartment,31.65,800.0,1,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1450,"sector 73, noida",2960.0,Ready to move,2.0,,,No Deposit,SouthWest,Semi-Furnished,,,,,3,BHK,Apartment,42.92,1200.0,,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1000,"sector 73, noida",3398.0,Ready to move,2.0,,,No Deposit,North,Semi-Furnished,,,,,2,BHK,Apartment,33.98,750.0,,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1400,"sector 73, noida",2849.0,Ready to move,2.0,,,No Deposit,East,Semi-Furnished,,,,,3,BHK,Apartment,39.89,1100.0,,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1030,"sector 73, noida",3388.0,Ready to move,1.0,,,No Deposit,SouthWest,Semi-Furnished,Rera Not Available,,,,2,BHK,Apartment,34.9,880.0,2,,,,No,,New,,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1050,"sector 73, noida",3128.0,Under Construction,2.0,,,No Deposit,NorthEast,Semi-Furnished,UPRERAPRJ15358,,,,2,BHK,Apartment,32.84,980.0,,,,,No,,New,,False,True,False,False,True,True,False,True,True,True,False,True,True,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1450,"sector 104, noida",4206.0,Ready to move,2.0,,,No Deposit,NorthEast,Semi-Furnished,,,,,3,BHK,Apartment,61.0,1175.0,4,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1100,"sector 44, noida",3513.0,Ready to move,2.0,,,No Deposit,East,Semi-Furnished,,,,,2,BHK,Apartment,38.65,825.0,,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
985,"sector 104, noida",3451.0,Ready to move,2.0,,,No Deposit,North,Semi-Furnished,,,,,2,BHK,Apartment,34.0,750.0,,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1000,"sector 104, noida",3739.0,Ready to move,2.0,,,No Deposit,NorthEast,Semi-Furnished,,,,,2,BHK,Apartment,37.39,750.0,1,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1389,"sector 104, noida",3501.0,Ready to move,2.0,,,No Deposit,East,Semi-Furnished,,,,,3,BHK,Apartment,48.64,1200.0,1,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1550,"sector 44, noida",4193.0,Under Construction,2.0,,,No Deposit,NorthEast,Semi-Furnished,.,,,,3,BHK,Apartment,65.0,1285.0,,,,,No,,New,,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1450,"sector 104, noida",3999.0,Ready to move,2.0,,,No Deposit,East,Semi-Furnished,,,,,3,BHK,Apartment,57.99,1232.0,1,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
950,"sector 73, noida",3547.0,Ready to move,2.0,,,No Deposit,NorthEast,Semi-Furnished,,,,,2,BHK,Apartment,33.7,750.0,2,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1500,"sector 104, noida",3970.0,Ready to move,3.0,,,No Deposit,East,Semi-Furnished,,,,,3,BHK,Apartment,59.56,1245.0,2,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1500,"sector 44, noida",4133.0,Ready to move,2.0,,,No Deposit,NorthEast,Semi-Furnished,,,,,3,BHK,Apartment,62.0,1245.0,,,,,No,,Resale,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1450,"sector 73, noida",2931.0,Ready to move,2.0,,,No Deposit,East,Semi-Furnished,,,,,3,BHK,Apartment,42.5,1200.0,1,,,,No,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,"sector 51, noida",3454.0,Ready to move,2.0,,,No Deposit,,Semi-Furnished,,,,,2,BHK,Apartment,38.0,980.0,,,,,No,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,"sector 73, noida",4000.0,Ready to move,2.0,,,No Deposit,,Semi-Furnished,,,,,2,BHK,Apartment,42.0,909.0,,,,,No,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,"sector 128, noida",9340.0,Ready to move,3.0,,,No Deposit,,Semi-Furnished,UPRERAPRJ3914,,,,3,BHK,Apartment,170.0,,12,,,,No,,Resale,,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,,,,,,,,,,,
1920,"sector 128, noida",11718.0,Ready to move,3.0,,,No Deposit,,Semi-Furnished,UPRERAPRJ3914,,,,3,BHK,Apartment,225.0,1600.0,9,,,,No,,Resale,,False,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,,,,,,,,,,,
1050,"sector 73, noida",3550.0,Ready to move,2.0,,,No Deposit,North,Semi-Furnished,,,,,2,BHK,Apartment,37.28,980.0,,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False
900,"sector 74, noida",4277.0,Ready to move,2.0,,,No Deposit,East,Semi-Furnished,,,,,2,BHK,Apartment,38.5,800.0,,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False
950,"sector 73, noida",4210.0,Ready to move,2.0,,,No Deposit,NorthWest,Semi-Furnished,,,,,2,BHK,Apartment,40.0,850.0,,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False
1050,"sector 73, noida",3904.0,Ready to move,2.0,,,No Deposit,NorthWest,Semi-Furnished,,,,,2,BHK,Apartment,41.0,980.0,,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False
1450,"sector 74, noida",3586.0,Ready to move,2.0,,,No Deposit,West,Semi-Furnished,,,,,3,BHK,Apartment,52.0,1235.0,,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False
1300,"sector 74, noida",3769.0,Ready to move,2.0,,,No Deposit,South,Semi-Furnished,,,,,3,BHK,Apartment,49.0,1200.0,,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False
1500,"sector 73, noida",3466.0,Under Construction,2.0,,,No Deposit,,Semi-Furnished,,,,,3,BHK,Apartment,52.0,1100.0,,,,,No,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,"sector 73, noida",4000.0,Under Construction,2.0,,,No Deposit,,Semi-Furnished,,,,,2,BHK,Apartment,40.0,800.0,,,,,No,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,"sector 74, noida",4000.0,Ready to move,2.0,,,No Deposit,South,Semi-Furnished,,,,,4,BHK,Apartment,75.0,1758.0,,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False
1400,"sector 49, noida",3928.0,Ready to move,2.0,,,No Deposit,,Semi-Furnished,,,,,3,BHK,Apartment,55.0,1200.0,,,,,No,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,"sector 73, noida",3576.0,Ready to move,2.0,,,No Deposit,,Semi-Furnished,,,,,3,BHK,Apartment,46.5,1050.0,2,,,,No,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,"sector 73, noida",3781.0,Ready to move,2.0,,,No Deposit,NorthWest,Semi-Furnished,,,,,2,BHK,Apartment,37.81,900.0,,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False
1800,"sector 73, noida",4000.0,Ready to move,3.0,,,No Deposit,East,Semi-Furnished,,,,,4,BHK,Apartment,72.0,1700.0,,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False
1300,"sector 73, noida",3692.0,Ready to move,2.0,,,No Deposit,,Semi-Furnished,,,,,3,BHK,Apartment,48.0,1000.0,2,,,,No,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,"sector 73, noida",3764.0,Under Construction,2.0,,,No Deposit,,Semi-Furnished,,,,,2,BHK,Apartment,32.0,650.0,,,,,No,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,"sector 73, noida",3793.0,Under Construction,3.0,,,No Deposit,,Semi-Furnished,,,,,3,BHK,Apartment,55.0,1100.0,,,,,No,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,"sector 150, noida",10554.0,Ready to move,2.0,,,No Deposit,North,Semi-Furnished,"UPRERAPRJ121123, UPRERAPRJ575706, UPRERAPRJ15172",,,,2,BHK,Apartment,120.0,920.0,,,,,No,,New,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
1127,"sector 150, noida",10647.0,Ready to move,3.0,,,No Deposit,,Semi-Furnished,UPRERAPRJ5448,,,,3,BHK,Independent Floor,120.0,950.0,1,,,,No,,New,,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,False,,,,,,,,,,,
1528,"sector 110, noida",,Ready to move,2.0,,,No Deposit,,Semi-Furnished,UPRERAPRJ9275,,,,3,BHK,Apartment,,1146.0,2,,,,No,,Resale,,False,True,False,True,True,True,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,True,False,True,,,,,,,,,,,
1067,"sector 110, noida",,Ready to move,2.0,,,No Deposit,,Semi-Furnished,UPRERAPRJ9275,,,,2,BHK,Apartment,,915.0,2,,,,No,,Resale,,False,True,False,True,True,True,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,True,False,True,,,,,,,,,,,
2111,"sector 110, noida",,Ready to move,3.0,,,No Deposit,,Semi-Furnished,UPRERAPRJ9275,,,,3,BHK,Apartment,,1580.0,2,,,,No,,Resale,,False,True,False,True,True,True,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,True,False,True,,,,,,,,,,,
2890,"sector 79, noida",15916.0,Ready to move,5.0,,,No Deposit,,Semi-Furnished,UPRERAPRJ8725,,,,4,BHK,Apartment,459.99999999999994,1711.0,5,,,,No,,Resale,,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,,,,,,,,,,,
1495,"sector 79, noida",12307.0,Ready to move,2.0,,,No Deposit,,Semi-Furnished,UPRERAPRJ8725,,,,3,BHK,Apartment,184.0,881.0,5,,,,No,,Resale,,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,,,,,,,,,,,
1719,"sector 110, noida",,Ready to move,3.0,,,No Deposit,,Semi-Furnished,UPRERAPRJ9275,,,,3,BHK,Apartment,,1290.0,2,,,,No,,Resale,,False,True,False,True,True,True,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,True,False,True,,,,,,,,,,,
1615,"sector 150, noida",9659.0,Ready to move,4.0,,,No Deposit,NorthEast,Semi-Furnished,UPRERAPRJ442430,,,,3,BHK,Apartment,156.0,1200.0,,,,,No,,Resale,,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,False,False,,,,,,,,,,,
2062,"sector 150, noida",11881.0,Under Construction,4.0,,,No Deposit,NorthEast,Semi-Furnished,"UPRERAPRJ13521, UPRERAPRJ14252",,,,3,BHK,Apartment,245.00000000000003,1600.0,,,,,No,,Resale,,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
1150,"sector 49, noida",3913.0,Under Construction,2.0,,,No Deposit,,Semi-Furnished,,,,,2,BHK,Apartment,45.0,984.0,,,,,No,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,"sector 49, noida",4687.0,Under Construction,2.0,,,No Deposit,,Semi-Furnished,,,,,3,BHK,Apartment,75.0,1326.0,,,,,No,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,"sector 79, noida",10059.0,Ready to move,2.0,,,No Deposit,,Semi-Furnished,,,,,3,BHK,Apartment,170.0,916.0,,,,,No,,Resale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,"sector 104, noida",3591.0,Ready to move,1.0,,,No Deposit,NorthEast,Semi-Furnished,,,,,2,BHK,Apartment,35.2,750.0,,,,,No,,New,,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1625,"sector 119, noida",6030.0,Ready to move,3.0,,,No Deposit,,Semi-Furnished,Rera Not Applicable,,,,3,BHK,Apartment,98.0,,6,,,,No,,Resale,,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,True,False,,,,,,,,,,,
2825,"sector 107, noida",8141.0,Ready to move,4.0,,,No Deposit,,Semi-Furnished,,,,,4,BHK,Apartment,229.99999999999997,,2,,,,No,,Resale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,"sector 73, noida",3370.0,Ready to move,3.0,,,No Deposit,,Semi-Furnished,,,,,3,BHK,Apartment,52.25,1280.0,,,,,No,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,"sector 73, noida",3625.0,Ready to move,2.0,,,No Deposit,,Semi-Furnished,,,,,2,BHK,Apartment,36.25,850.0,,,,,No,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,"sector 73, noida",3368.0,Ready to move,2.0,,,No Deposit,SouthWest,Furnished,RERA Not Applicable,,,,3,BHK,Apartment,48.5,1058.0,2,,,,No,,New,,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1450,"sector 73, noida",3437.0,Ready to move,2.0,,,No Deposit,SouthWest,Furnished,RERA Not Applicable,,,,3,BHK,Apartment,49.85,1100.0,2,,,,No,,New,,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1400,"sector 73, noida",3346.0,Ready to move,2.0,,,No Deposit,,Furnished,RERA Not Applicable,,,,2,BHK,Apartment,46.85,1050.0,2,,,,No,,New,,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2500,"sector 107, noida",18000.0,Ready to move,3.0,,,No Deposit,,Semi-Furnished,UPRERAPRJ2683,,,,3,BHK,Apartment,450.0,1800.0,6,,,,No,,Resale,,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,,,,,,,,,,,
1615,"sector 150, noida",9659.0,Ready to move,3.0,,,No Deposit,NorthEast,Semi-Furnished,UPRERAPRJ442430,,,,3,BHK,Apartment,156.0,1200.0,,,,,No,,Resale,,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False
1735,"sector 79, noida",13948.0,Ready to move,3.0,,,No Deposit,,Semi-Furnished,UPRERAPRJ8725,,,,3,BHK,Apartment,242.0,1032.0,5,,,,No,,Resale,,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,,,,,,,,,,,
6055,"sector 50, noida",9892.0,Ready to move,6.0,,,No Deposit,,Semi-Furnished,,,,,5,BHK,Apartment,599.0,,4,,,,No,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,"sector 137, noida",6702.0,Ready to move,2.0,,,No Deposit,,Semi-Furnished,Rera Not Applicable,,,,2,BHK,Apartment,62.0,700.0,8,,,,No,,Resale,,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False,,,,,,,,,,,
2000,"sector 150, noida",15000.0,Under Construction,3.0,,,No Deposit,,Semi-Furnished,UPRERAPRJ17861,,,,3,BHK,Apartment,300.0,,,,,,No,,New,,False,False,False,True,False,True,True,False,True,False,True,False,True,True,True,True,True,True,False,False,True,False,True,False,,,,,,,,,,,
2190,"sector 150, noida",15500.0,Ready to move,3.0,,,No Deposit,NorthEast,Semi-Furnished,UPRERAPRJ4514,,,,3,BHK,Apartment,339.0,,3,,,,No,,New,,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,,,,,,,,,,,
1735,"sector 79, noida",13948.0,Ready to move,3.0,,,No Deposit,,Semi-Furnished,UPRERAPRJ8725,,,,3,BHK,Apartment,242.0,1032.0,5,,,,No,,Resale,,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,,,,,,,,,,,
6055,"sector 50, noida",9892.0,Ready to move,6.0,,,No Deposit,,Semi-Furnished,,,,,5,BHK,Apartment,599.0,,4,,,,No,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,"sector 79, noida",14293.0,Ready to move,3.0,,,No Deposit,,Semi-Furnished,UPRERAPRJ8725,,,,3,BHK,Apartment,248.0,1032.0,5,,,,No,,Resale,,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,,,,,,,,,,,
2890,"sector 79, noida",15640.0,Ready to move,5.0,,,No Deposit,,Semi-Furnished,UPRERAPRJ8725,,,,4,BHK,Apartment,451.99999999999994,1711.0,5,,,,No,,Resale,,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,,,,,,,,,,,
1615,"sector 150, noida",9659.0,Ready to move,3.0,,,No Deposit,NorthEast,Semi-Furnished,UPRERAPRJ442430,,,,3,BHK,Apartment,156.0,1200.0,,,,,No,,Resale,,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False
1907,"sector 150, noida",11012.0,Under Construction,4.0,,,No Deposit,NorthWest,Semi-Furnished,"UPRERAPRJ13521, UPRERAPRJ14252",,,,3,BHK,Apartment,210.0,1250.0,,,,,No,,Resale,,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
1675,"sector 150, noida",10328.0,Ready to move,4.0,,,No Deposit,East,Semi-Furnished,UPRERAPRJ442430,,,,3,BHK,Apartment,173.0,1250.0,,,,,No,,Resale,,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False
1947,"sector 150, noida",13353.0,Under Construction,3.0,,,No Deposit,NorthEast,Semi-Furnished,UPRERAPRJ124632,,,,3,BHK,Apartment,260.0,1250.0,,,,,No,,Resale,,True,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
1592,"sector 137, noida",5967.0,Ready to move,3.0,,,No Deposit,,Semi-Furnished,Rera Not Applicable,,,,3,BHK,Apartment,95.0,1300.0,8,,,,No,,Resale,,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False,,,,,,,,,,,
1070,"sector 137, noida",6635.0,Ready to move,2.0,,,No Deposit,NorthWest,Unfurnished,Rera Not Applicable,,,,2,BHK,Apartment,71.0,850.0,8,,,,No,,Resale,,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
2034,"sector 117, noida",13765.0,Under Construction,3.0,,,No Deposit,,Semi-Furnished,,,,,3,BHK,Apartment,280.0,1430.0,,,,,No,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,"sector 117, noida",13716.0,Under Construction,3.0,,,No Deposit,,Semi-Furnished,,,,,3,BHK,Apartment,279.0,1430.0,,,,,No,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2425,"sector 129, noida",7422.0,Ready to move,4.0,,,No Deposit,,Unfurnished,UPRERAPRJ3618,,,,4,BHK,Apartment,180.0,2050.0,,,,,No,,Resale,,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,,,,,,,,,,,
