size,address,rate,status,bathrooms,floor,balconies,security_deposit,facing,status.1,rera_id,ownership_type,booking_amount,overlooking,bedroom,type1,type2,price_in_lakh,carpet_area,age_of_property,floor,total_floor,additional_rooms,price_negotiable,balconies,type_of_sale,booking_amount_in_lakh,amenities_sports_facility,amenities_shopping_mall,amenities_maintenance_staff,amenities_jogging_track,amenities_atm,amenities_gymnasium,amenities_indoor_games,amenities_rain_water_harvesting,amenities_swimming_pool,amenities_intercom,amenities_cafeteria,amenities_full_power_backup,amenities_lift,amenities_childrens_play_area,amenities_car_parking,amenities_landscaped_gardens,amenities_24_x_7_security,amenities_club_house,amenities_staff_quarter,amenities_hospital,amenities_multipurpose_room,amenities_vaastu_compliant,amenities_golf_course,amenities_school,furnish_detail_gas_connection,furnish_detail_ac,furnish_detail_bed,furnish_detail_dining_table,furnish_detail_washing_machine,furnish_detail_tv,furnish_detail_microwave,furnish_detail_wardrobe,furnish_detail_sofa,furnish_detail_wifi,furnish_detail_refrigerator
900,"sector 49, noida",2999.0,Ready to move,2.0,,,No Deposit,East,Semi-Furnished,,,,,2,BHK,Apartment,26.99,550.0,,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
800,"sector 49, noida",3000.0,Ready to move,2.0,,,No Deposit,NorthWest,Semi-Furnished,,,,,2,BHK,Apartment,24.0,700.0,,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False
650,"sector 49, noida",2769.0,Ready to move,1.0,,,No Deposit,SouthEast,Semi-Furnished,,,,,1,BHK,Apartment,18.0,500.0,,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1435,"sector 78, noida",10801.0,Ready to move,2.0,,,No Deposit,,Semi-Furnished,Rera Not Applicable,,,,3,BHK,Apartment,155.0,,9,,,,No,,Resale,,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,,,,,,,,,,,
914,"sector 78, noida",9299.0,Ready to move,2.0,,,No Deposit,,Semi-Furnished,"UPRERAPRJ9689, UPRERAPRJ9214",,,,2,BHK,Apartment,85.0,,6,,,,No,,Resale,,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,,,,,,,,,,,
2110,"extension, noida, noida",10473.0,Under Construction,3.0,,,No Deposit,,Unfurnished,,,,,3,BHK,Apartment,221.0,1500.0,,,,,No,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2632,"extension, noida, noida",10258.0,Under Construction,4.0,,,No Deposit,,Unfurnished,,,,,4,BHK,Apartment,270.0,1800.0,,,,,No,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4700,"sector 144, noida",19148.0,Under Construction,4.0,,,No Deposit,,Semi-Furnished,UPRERAPRJ950870,,,,4,BHK,Apartment,900.0,3200.0,,,,,No,,New,,False,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
1355,"extension, noida, noida",3317.0,Ready to move,2.0,,,No Deposit,West,Unfurnished,Rera Not Applicable,,,,3,BHK,Apartment,44.95,1150.0,1,,,,No,,New,,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,
1030,"extension, noida, noida",3184.0,Ready to move,2.0,,,No Deposit,South,Semi-Furnished,Rera Not Applicable,,,,2,BHK,Apartment,32.8,820.0,2,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
1030,"extension, noida, noida",3155.0,Ready to move,2.0,,,No Deposit,North,Semi-Furnished,Rera Not Applicable,,,,2,BHK,Apartment,32.5,820.0,1,,,,No,,New,,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,
1450,"extension, noida, noida",3375.0,Ready to move,2.0,,,No Deposit,NorthEast,Semi-Furnished,Rera Not Applicable,,,,3,BHK,Apartment,48.95,1250.0,1,,,,No,,New,,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,
930,"sector 74, noida",8064.0,Ready to move,2.0,,,No Deposit,East,Furnished,UPRERAPRJ5017,,,,2,BHK,Apartment,75.0,745.0,5,,,,No,,Resale,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True
665,"sector 25 yamuna express way, noida",7067.0,Ready to move,2.0,,,No Deposit,SouthEast,Furnished,"UPRERAPRJ6811, UPRERAPRJ6856, UPRERAPRJ6887, UPRERAPRJ6634, UPRERAPRJ6721, UPRERAPRJ6766",,,,1,BHK,Apartment,47.0,532.0,,,,,No,,Resale,,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,True
1150,"sector 74, noida",7565.0,Ready to move,2.0,,,No Deposit,East,Furnished,UPRERAPRJ5017,,,,2,BHK,Apartment,87.0,920.0,5,,,,No,,Resale,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True
1850,"sector 152, noida",11621.0,Under Construction,3.0,,,No Deposit,,Semi-Furnished,,,,,3,BHK,Apartment,215.0,1329.0,,,,,No,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,"sector 89, noida",2937.0,Ready to move,2.0,,,No Deposit,South,Semi-Furnished,,,,,2,BHK,Apartment,23.5,700.0,,,,,No,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,"sector 89, noida",3100.0,Ready to move,1.0,,,No Deposit,NorthEast,Semi-Furnished,,,,,1,BHK,Apartment,15.5,400.0,,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1580,"extension, noida, noida",8000.0,Under Construction,,,,No Deposit,,Unfurnished,,,,,3,BHK,Apartment,126.0,,,,,,No,,New,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
2450,"extension, noida, noida",8000.0,Under Construction,,,,No Deposit,,Unfurnished,,,,,4,BHK,Apartment,196.0,,,,,,No,,New,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
1895,"extension, noida, noida",8000.0,Under Construction,,,,No Deposit,,Unfurnished,,,,,3,BHK,Apartment,151.0,,,,,,No,,New,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
1355,"extension, noida, noida",8000.0,Under Construction,,,,No Deposit,,Unfurnished,,,,,3,BHK,Apartment,108.0,,,,,,No,,New,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
1545,"extension, noida, noida",7767.0,Under Construction,2.0,,,No Deposit,,Unfurnished,UPRERAPRJ145736,,,,3,BHK,Apartment,120.0,945.0,,,,,No,,New,,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
1350,"extension, noida, noida",7752.0,Under Construction,2.0,,,No Deposit,,Unfurnished,UPRERAPRJ145736,,,,3,BHK,Apartment,104.0,,,,,,No,,New,,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
2010,"extension, noida, noida",7761.0,Under Construction,,,,No Deposit,,Unfurnished,UPRERAPRJ145736,,,,4,BHK,Apartment,155.0,,,,,,No,,New,,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
1320,"sector 78, noida",9848.0,Ready to move,2.0,,,No Deposit,,Semi-Furnished,"UPRERAPRJ9689, UPRERAPRJ9214",,,,3,BHK,Apartment,130.0,1000.0,6,,,,No,,Resale,,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,,,,,,,,,,,
1550,"sector 78, noida",10967.0,Ready to move,3.0,,,No Deposit,,Semi-Furnished,Rera Not Applicable,,,,3,BHK,Apartment,170.0,1100.0,9,,,,No,,Resale,,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,,,,,,,,,,,
4425,"sector 78, noida",14689.0,Ready to move,5.0,,,No Deposit,,Semi-Furnished,UPRERAPRJ3306,,,,4,BHK,Apartment,650.0,4000.0,6,,,,No,,Resale,,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,,,,,,,,,,,
2500,"sector 78, noida",14000.0,Ready to move,4.0,,,No Deposit,,Semi-Furnished,UPRERAPRJ3306,,,,3,BHK,Apartment,350.0,2000.0,6,,,,No,,Resale,,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,,,,,,,,,,,
1135,"sector 77, noida",10132.0,Ready to move,2.0,,,No Deposit,,Semi-Furnished,Rera Not Applicable,,,,2,BHK,Apartment,114.99999999999999,1000.0,9,,,,No,,Resale,,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,,,,,,,,,,,
1625,"sector 74, noida",8307.0,Ready to move,3.0,,,No Deposit,,Semi-Furnished,UPRERAPRJ5017,,,,3,BHK,Apartment,135.0,1100.0,5,,,,No,,Resale,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,,,,,,,,,,,
930,"sector 74, noida",7849.0,Ready to move,2.0,,,No Deposit,,Semi-Furnished,UPRERAPRJ5017,,,,2,BHK,Apartment,73.0,600.0,5,,,,No,,Resale,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,,,,,,,,,,,
1660,"sector 76, noida",9036.0,Ready to move,4.0,,,No Deposit,,Semi-Furnished,.,,,,3,BHK,Apartment,150.0,1100.0,10,,,,No,,Resale,,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,False,False,,,,,,,,,,,
1110,"sector 76, noida",9009.0,Ready to move,2.0,,,No Deposit,,Semi-Furnished,.,,,,2,BHK,Apartment,100.0,900.0,10,,,,No,,Resale,,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,False,False,,,,,,,,,,,
950,"sector 49, noida",4736.0,Ready to move,2.0,,,No Deposit,South,Semi-Furnished,,,,,2,BHK,Apartment,45.0,850.0,,,,,No,,Resale,,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
980,"sector 49, noida",3061.0,Ready to move,2.0,,,No Deposit,SouthWest,Semi-Furnished,,,,,2,BHK,Apartment,30.0,900.0,,,,,No,,New,,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
3987,"sector 117, noida",18000.0,Under Construction,4.0,,,No Deposit,,Semi-Furnished,,,,,4,BHK,Apartment,717.0,,,,,,No,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,"sector 152, noida",17000.0,Under Construction,4.0,,,No Deposit,,Semi-Furnished,UPRERAPRJ677294,,,,3,BHK,Apartment,301.0,1065.0,,,,,No,,New,,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
2548,"sector 50, noida",14599.0,Ready to move,4.0,,,No Deposit,,Semi-Furnished,,,,,3,BHK,Apartment,372.0,,4,,,,No,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3220,"sector 150, noida",16000.0,Under Construction,5.0,,,No Deposit,,Semi-Furnished,UPRERAPRJ4514,,,,4,BHK,Apartment,515.0,,,,,,No,,New,,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,,,,,,,,,,,
2460,"sector 150, noida",16000.0,Under Construction,4.0,,,No Deposit,,Semi-Furnished,UPRERAPRJ4514,,,,3,BHK,Apartment,393.0,,,,,,No,,New,,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,,,,,,,,,,,
1268,"sector 25 yamuna express way, noida",6400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ12103,,,,2,BHK,Apartment,81.15,,2,,,,No,,New,,False,False,False,True,False,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,False,True,False,False,,,,,,,,,,,
2257,"sector 25 yamuna express way, noida",6400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ12103,,,,4,BHK,Apartment,144.0,,2,,,,No,,New,,False,False,False,True,False,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,False,True,False,False,,,,,,,,,,,
1480,"sector 25 yamuna express way, noida",6400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ12103,,,,3,BHK,Apartment,94.72,,2,,,,No,,New,,False,False,False,True,False,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,False,True,False,False,,,,,,,,,,,
2717,"sector 25 yamuna express way, noida",6400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ12103,,,,4,BHK,Apartment,173.0,,2,,,,No,,New,,False,False,False,True,False,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,False,True,False,False,,,,,,,,,,,
1150,"sector 25 yamuna express way, noida",6400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ12103,,,,2,BHK,Apartment,73.6,,2,,,,No,,New,,False,False,False,True,False,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,False,True,False,False,,,,,,,,,,,
4450,"sector 25 yamuna express way, noida",6400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ12103,,,,5,BHK,Apartment,284.0,,2,,,,No,,New,,False,False,False,True,False,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,False,True,False,False,,,,,,,,,,,
2980,"sector 25 yamuna express way, noida",6400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ12103,,,,5,BHK,Apartment,190.0,,2,,,,No,,New,,False,False,False,True,False,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,False,True,False,False,,,,,,,,,,,
3596,"sector 25 yamuna express way, noida",6400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ12103,,,,4,BHK,Apartment,229.99999999999997,,2,,,,No,,New,,False,False,False,True,False,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,False,True,False,False,,,,,,,,,,,
1886,"sector 25 yamuna express way, noida",6400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ12103,,,,3,BHK,Apartment,120.0,,2,,,,No,,New,,False,False,False,True,False,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,False,True,False,False,,,,,,,,,,,
1560,"sector 25 yamuna express way, noida",6400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ12103,,,,3,BHK,Apartment,99.84,,2,,,,No,,New,,False,False,False,True,False,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,False,True,False,False,,,,,,,,,,,
2555,"sector 150, noida",13000.0,Under Construction,,,,No Deposit,,Unfurnished,UPRERAPRJ591510,,,,3,BHK,Apartment,332.0,,,,,,No,,New,,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,False,,,,,,,,,,,
6100,"sector 150, noida",5147.0,Under Construction,,,,No Deposit,,Unfurnished,UPRERAPRJ591510,,,,4,BHK,Apartment,314.0,,,,,,No,,New,,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,False,,,,,,,,,,,
2040,"sector 150, noida",13000.0,Under Construction,,,,No Deposit,,Unfurnished,UPRERAPRJ591510,,,,3,BHK,Apartment,265.0,,,,,,No,,New,,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,False,,,,,,,,,,,
3355,"sector 150, noida",13000.0,Under Construction,,,,No Deposit,,Unfurnished,UPRERAPRJ591510,,,,4,BHK,Apartment,436.00000000000006,,,,,,No,,New,,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,False,,,,,,,,,,,
1700,"sector 150, noida",12000.0,Under Construction,3.0,,,No Deposit,,Unfurnished,UPRERAPRJ591510,,,,3,BHK,Apartment,204.0,,,,,,No,,New,,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,False,,,,,,,,,,,
800,"sector 49, noida",3500.0,Ready to move,2.0,,,No Deposit,East,Semi-Furnished,,,,,2,BHK,Apartment,28.0,780.0,,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
2600,"sector 128, noida",13461.0,Ready to move,3.0,,,No Deposit,NorthEast,Semi-Furnished,Rera Not Applicable,,,,3,BHK,Apartment,350.0,1820.0,10,,,,No,,Resale,,True,False,False,False,False,True,False,False,True,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
1405,"yamuna expressway, noida, noida",7600.0,Ready to move,2.0,,,No Deposit,,Unfurnished,"UPRERAPRJ6908, UPRERAPRJ6990",,,,3,BHK,Apartment,106.0,820.0,1,,,,No,,New,,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,,,,,,,,,,,
920,"yamuna expressway, noida, noida",7600.0,Ready to move,2.0,,,No Deposit,,Unfurnished,"UPRERAPRJ6908, UPRERAPRJ6990",,,,2,BHK,Apartment,69.92,682.0,1,,,,No,,New,,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,,,,,,,,,,,
1045,"yamuna expressway, noida, noida",7600.0,Ready to move,1.0,,,No Deposit,,Unfurnished,"UPRERAPRJ6908, UPRERAPRJ6990",,,,2,BHK,Apartment,79.42,,1,,,,No,,New,,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,,,,,,,,,,,
790,"yamuna expressway, noida, noida",7400.0,Ready to move,1.0,,,No Deposit,,Unfurnished,"UPRERAPRJ6908, UPRERAPRJ6990",,,,1,BHK,Apartment,58.46,510.0,1,,,,No,,New,,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,,,,,,,,,,,
1380,"extension, noida, noida",9058.0,Under Construction,2.0,,,No Deposit,,Unfurnished,UPRERAPRJ145736,,,,3,BHK,Apartment,125.0,696.0,,,,,No,,New,,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
1549,"extension, noida, noida",9296.0,Under Construction,,,,No Deposit,,Unfurnished,UPRERAPRJ145736,,,,3,BHK,Apartment,143.0,,,,,,No,,New,,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
2038,"extension, noida, noida",9176.0,Under Construction,,,,No Deposit,,Unfurnished,UPRERAPRJ145736,,,,4,BHK,Apartment,187.0,,,,,,No,,New,,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
1800,"extension, noida, noida",11551.0,Under Construction,,,,No Deposit,,Unfurnished,,,,,3,BHK,Apartment,206.99999999999997,,,,,,No,,New,,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,,,,,,,,,,,
2090,"extension, noida, noida",11551.0,Under Construction,,,,No Deposit,,Unfurnished,,,,,3,BHK,Apartment,241.0,,,,,,No,,New,,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,,,,,,,,,,,
2110,"extension, noida, noida",11551.0,Under Construction,,,,No Deposit,,Unfurnished,,,,,3,BHK,Apartment,243.00000000000003,,,,,,No,,New,,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,,,,,,,,,,,
1812,"extension, noida, noida",11551.0,Under Construction,,,,No Deposit,,Unfurnished,,,,,3,BHK,Apartment,209.0,,,,,,No,,New,,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,,,,,,,,,,,
2638,"extension, noida, noida",11551.0,Under Construction,,,,No Deposit,,Unfurnished,,,,,4,BHK,Apartment,304.0,,,,,,No,,New,,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,,,,,,,,,,,
2632,"extension, noida, noida",11551.0,Under Construction,,,,No Deposit,,Unfurnished,,,,,4,BHK,Apartment,304.0,,,,,,No,,New,,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,,,,,,,,,,,
1860,"extension, noida, noida",11551.0,Under Construction,,,,No Deposit,,Unfurnished,,,,,3,BHK,Apartment,214.0,,,,,,No,,New,,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,,,,,,,,,,,
2075,"extension, noida, noida",11550.0,Under Construction,,,,No Deposit,,Unfurnished,,,,,3,BHK,Apartment,239.0,,,,,,No,,New,,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,,,,,,,,,,,
2770,"sector 107, noida",10649.0,Under Construction,3.0,,,No Deposit,NorthEast,Unfurnished,UPRERAPRJ125561,,,,4,BHK,Independent Floor,295.0,2700.0,,,,,No,,New,,True,False,False,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2970,"sector 107, noida",11481.0,Under Construction,3.0,,,No Deposit,NorthEast,Unfurnished,UPRERAPRJ125561,,,,4,BHK,Independent Floor,341.0,2700.0,,,,,No,,New,,True,False,False,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2500,"sector 107, noida",10000.0,Under Construction,3.0,,,No Deposit,NorthEast,Unfurnished,UPRERAPRJ125561,,,,3,BHK,Independent Floor,250.0,2200.0,,,,,No,,New,,True,False,False,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1410,"sector 107, noida",5134.0,Under Construction,2.0,,,No Deposit,,Semi-Furnished,,,,,3,BHK,Apartment,72.4,,,,,,No,,New,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
1410,"sector 107, noida",5113.0,Under Construction,2.0,,,No Deposit,,Semi-Furnished,,,,,3,BHK,Apartment,72.1,,,,,,No,,New,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
1410,"sector 107, noida",5000.0,Under Construction,2.0,,,No Deposit,,Semi-Furnished,,,,,3,BHK,Apartment,70.5,,,,,,No,,New,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
1495,"sector 107, noida",5277.0,Ready to move,2.0,,,No Deposit,NorthEast,Semi-Furnished,,,,,3,BHK,Apartment,78.9,1150.0,,,,,No,,New,,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1355,"extension, noida, noida",3468.0,Ready to move,2.0,,,No Deposit,South,Semi-Furnished,Rera Not Applicable,,,,3,BHK,Apartment,47.0,1230.0,2,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
1425,"extension, noida, noida",4350.0,Ready to move,2.0,,,No Deposit,NorthWest,Semi-Furnished,Rera Not Applicable,,,,3,BHK,Apartment,62.0,1200.0,2,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
978,"sector 146, noida",32753.0,Under Construction,,,,No Deposit,,Unfurnished,UPRERAPRJ288309/04/2024,,,,3,BHK,Apartment,320.0,,,,,,No,,New,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
831,"sector 146, noida",30084.0,Under Construction,,,,No Deposit,,Unfurnished,UPRERAPRJ288309/04/2024,,,,2,BHK,Apartment,250.0,,,,,,No,,New,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
1495,"sector 107, noida",5183.0,Ready to move,2.0,,,No Deposit,,Semi-Furnished,,,,,3,BHK,Apartment,77.5,1200.0,,,,,No,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,"sector 107, noida",5212.0,Under Construction,2.0,,,No Deposit,,Semi-Furnished,,,,,3,BHK,Apartment,73.5,1100.0,,,,,No,,New,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
1410,"sector 107, noida",5284.0,Ready to move,2.0,,,No Deposit,NorthEast,Semi-Furnished,,,,,3,BHK,Apartment,74.51,1100.0,,,,,No,,New,,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1495,"sector 107, noida",5279.0,Ready to move,2.0,,,No Deposit,NorthEast,Semi-Furnished,,,,,3,BHK,Apartment,78.93,1150.0,,,,,No,,New,,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1495,"sector 107, noida",5278.0,Ready to move,2.0,,,No Deposit,NorthEast,Semi-Furnished,,,,,3,BHK,Apartment,78.92,1150.0,,,,,No,,New,,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1075,"sector 135, noida",5581.0,Ready to move,2.0,,,No Deposit,East,Semi-Furnished,UPRERAPRJ3075,,,,2,BHK,Apartment,60.0,850.0,3,,,,No,,Resale,,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False
950,"sector 49, noida",3040.0,Ready to move,2.0,,,No Deposit,SouthEast,Semi-Furnished,,,,,2,BHK,Apartment,28.88,900.0,,,,,No,,Resale,,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False
1050,"sector 49, noida",3619.0,Ready to move,2.0,,,No Deposit,NorthEast,Semi-Furnished,,,,,3,BHK,Apartment,38.0,980.0,,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
